Latitude,Longitude,N_850,Nol_850,Ce_850,R2_850,QA_850
60.5,81.5,0,0,0.026,-9999,0
60.5,82.5,25,0,0.0215,0.779,0
60.5,83.5,7,1,0.0293,0.832,4
60.5,84.5,7,1,0.0526,0.792,2
60.5,85.5,9,1,0.0375,0.977,2
60.5,86.5,6,0,0.012,0.407,2
60.5,87.5,11,1,0.0299,0.75,2
60.5,88.5,12,0,0.0242,0.662,2
60.5,89.5,8,0,0.0123,0.943,2
60.5,90.5,7,0,0.0422,0.534,0
60.5,91.5,0,0,0.0202,-9999,0
60.5,92.5,0,0,0.0211,-9999,0
60.5,93.5,9,0,0.0359,0.223,0
60.5,94.5,0,0,0.0345,-9999,0
60.5,95.5,0,0,0.0426,-9999,0
60.5,96.5,28,0,0.00412,0.145,0
60.5,97.5,6,0,0.0346,0.713,1
60.5,98.5,8,1,0.0408,0.756,2
60.5,99.5,22,1,0.0098,0.217,0
60.5,100.5,0,0,0.0459,-9999,0
60.5,101.5,6,2,0.00932,0.85,2
60.5,102.5,7,0,0.0295,0.75,4
60.5,103.5,15,1,0.0339,0.319,0
60.5,104.5,6,0,0.0296,0.72,1
60.5,105.5,18,0,0.00561,0.0559,0
60.5,106.5,0,0,0.016,-9999,0
60.5,107.5,10,0,0.0175,0.136,0
60.5,108.5,8,0,0.00503,0.214,1
60.5,109.5,7,0,0.0176,0.364,3
60.5,110.5,6,1,0.00548,0.689,1
60.5,111.5,9,0,0.0052,0.24,1
60.5,112.5,7,0,0.0507,0.974,1
60.5,113.5,12,1,0.0229,0.937,1
60.5,114.5,6,0,0.0305,0.809,2
60.5,115.5,6,0,0.0064,0.844,1
60.5,116.5,9,0,0.0112,0.234,1
60.5,117.5,6,0,0.00861,0.574,3
60.5,118.5,15,1,0.00589,0.602,1
60.5,119.5,20,0,0.00159,0.182,0
60.5,120.5,8,0,0.00306,0.95,2
60.5,121.5,10,0,0.02,0.939,1
60.5,122.5,11,1,0.015,0.748,1
60.5,123.5,8,0,0.0307,0.661,0
60.5,124.5,16,0,0.0619,0.449,0
60.5,125.5,7,0,0.0111,0.454,0
60.5,126.5,8,0,0.00276,0.442,1
60.5,127.5,21,1,0.00839,0.529,0
60.5,128.5,11,0,0.0116,0.933,0
60.5,129.5,6,0,0.0207,0.91,4
60.5,130.5,6,0,0.00538,0.924,1
60.5,131.5,13,0,0.0104,0.437,1
60.5,132.5,15,0,0.0199,0.607,3
60.5,133.5,33,0,0.026,0.545,1
60.5,134.5,25,0,0.0307,0.615,3
60.5,135.5,13,1,0.0181,0.382,3
60.5,136.5,14,1,0.0113,0.84,4
60.5,137.5,9,0,0.00522,0.459,3
60.5,138.5,13,0,0.0191,0.876,1
60.5,139.5,7,1,0.0182,0.932,2
60.5,140.5,14,0,0.0109,0.177,0
60.5,141.5,7,0,0.0475,0.766,2
60.5,142.5,12,0,0.00511,0.289,1
60.5,143.5,7,0,0.0286,0.936,2
60.5,144.5,14,0,0.0204,0.726,4
60.5,145.5,11,1,0.0277,0.64,2
60.5,146.5,34,0,0.0154,0.511,1
60.5,147.5,8,1,0.022,0.618,3
60.5,148.5,14,0,0.01,0.716,4
60.5,149.5,13,0,0.0471,0.549,3
60.5,150.5,93,1,0.0211,0.448,0
60.5,151.5,7,1,0.0245,0.916,4
60.5,152.5,15,1,0.0525,0.875,1
60.5,153.5,14,1,0.00908,0.52,3
60.5,154.5,6,0,0.0178,0.79,1
60.5,155.5,6,0,0.033,0.69,0
60.5,156.5,0,0,0.0214,-9999,0
60.5,159.5,0,0,0.0231,-9999,0
60.5,160.5,0,0,0.0211,-9999,0
60.5,161.5,0,0,0.0194,-9999,0
60.5,162.5,0,0,0.0213,-9999,0
60.5,163.5,0,0,0.0159,-9999,0
60.5,165.5,0,0,0.0158,-9999,0
60.5,166.5,0,0,0.0146,-9999,0
60.5,167.5,0,0,0.0146,-9999,0
60.5,168.5,0,0,0.0144,-9999,0
60.5,169.5,0,0,0.0104,-9999,0
60.5,170.5,0,0,0.0104,-9999,0
60.5,171.5,0,0,0.0139,-9999,0
60.5,172.5,0,0,0.0139,-9999,0
61.5,-166.5,0,0,0.0101,-9999,0
61.5,-165.5,0,0,0.00906,-9999,0
61.5,-164.5,0,0,0.00928,-9999,0
61.5,-163.5,10,0,0.0404,0.669,0
61.5,-162.5,16,0,0.00859,0.287,0
61.5,-161.5,0,0,0.00753,-9999,0
61.5,-160.5,13,0,0.00165,0.211,0
61.5,-159.5,0,0,0.00702,-9999,0
61.5,-158.5,0,0,0.0252,-9999,0
61.5,-157.5,11,0,0.000849,0.0658,0
61.5,-156.5,0,0,0.0252,-9999,0
61.5,-155.5,24,0,0.0239,0.728,0
61.5,-154.5,9,0,0.0256,0.765,0
61.5,-153.5,0,0,0.0145,-9999,0
61.5,-152.5,0,0,0.0145,-9999,0
61.5,-151.5,0,0,0.0145,-9999,0
61.5,-150.5,0,0,0.0261,-9999,0
61.5,-149.5,0,0,0.014,-9999,0
61.5,-148.5,0,0,0.0116,-9999,0
61.5,-147.5,0,0,0.0132,-9999,0
61.5,-146.5,0,0,0.0118,-9999,0
61.5,-145.5,0,0,0.0144,-9999,0
61.5,-144.5,0,0,0.0151,-9999,0
61.5,-143.5,21,0,0.00316,0.0505,0
61.5,-142.5,16,0,0.00356,0.249,0
61.5,-141.5,0,0,0.0122,-9999,0
61.5,-140.5,0,0,0.0106,-9999,0
61.5,-139.5,16,0,0.0223,0.743,0
61.5,-138.5,0,0,0.01,-9999,0
61.5,-137.5,41,0,0.001,0.132,0
61.5,-136.5,13,0,0.00654,0.471,0
61.5,-135.5,8,1,0.00984,0.775,1
61.5,-134.5,6,0,0.00246,0.351,1
61.5,-133.5,13,0,0.00234,0.101,0
61.5,-132.5,0,0,0.00885,-9999,0
61.5,-131.5,10,0,0.0139,0.236,0
61.5,-130.5,23,0,0.0182,0.238,0
61.5,-129.5,30,0,0.00131,0.0715,0
61.5,-128.5,10,0,0.000939,0.109,0
61.5,-127.5,0,0,0.00905,-9999,0
61.5,-126.5,13,0,0.007,0.147,0
61.5,-125.5,14,1,0.0115,0.789,0
61.5,-124.5,24,0,0.00261,0.443,0
61.5,-123.5,10,0,0.0045,0.488,0
61.5,-122.5,6,0,0.0361,0.907,0
61.5,-121.5,6,0,0.0141,0.514,0
61.5,-120.5,0,0,0.00587,-9999,0
61.5,-118.5,0,0,0.0124,-9999,0
61.5,-117.5,0,0,0.0138,-9999,0
61.5,-116.5,8,1,0.0391,0.632,0
61.5,-115.5,42,1,0.00523,0.178,0
61.5,-114.5,22,0,0.00183,0.382,0
61.5,-113.5,0,0,0.0165,-9999,0
61.5,-112.5,7,2,0.0243,0.962,1
61.5,-111.5,22,1,0.00931,0.518,3
61.5,-110.5,21,1,0.0118,0.408,1
61.5,-109.5,7,1,0.0032,0.735,2
61.5,-108.5,11,1,0.03,0.632,1
61.5,-107.5,23,0,0.00718,0.76,1
61.5,-106.5,28,2,0.00421,0.0901,0
61.5,-105.5,25,1,0.00983,0.399,0
61.5,-104.5,9,0,0.0165,0.757,0
61.5,-103.5,0,0,0.00923,-9999,0
61.5,-102.5,0,0,0.00949,-9999,0
61.5,-101.5,0,0,0.00949,-9999,0
61.5,-100.5,0,0,0.00932,-9999,0
61.5,-99.5,0,0,0.0127,-9999,0
61.5,-98.5,0,0,0.0138,-9999,0
61.5,-97.5,0,0,0.0138,-9999,0
61.5,-96.5,6,0,0.0111,0.542,0
61.5,-95.5,0,0,0.0164,-9999,0
61.5,-94.5,0,0,0.0164,-9999,0
61.5,-93.5,0,0,0.0148,-9999,0
61.5,-92.5,0,0,0.015,-9999,0
61.5,9.5,0,0,0.0083,-9999,0
61.5,11.5,0,0,0.0105,-9999,0
61.5,12.5,0,0,0.0118,-9999,0
61.5,13.5,16,0,0.00249,0.123,0
61.5,14.5,0,0,0.00726,-9999,0
61.5,15.5,10,0,0.00171,0.12,0
61.5,16.5,11,1,0.00472,0.437,0
61.5,17.5,0,0,0.00364,-9999,0
61.5,21.5,0,0,0.0182,-9999,0
61.5,22.5,6,0,0.00382,0.077,0
61.5,23.5,0,0,0.0177,-9999,0
61.5,24.5,0,0,0.0259,-9999,0
61.5,25.5,0,0,0.0259,-9999,0
61.5,26.5,0,0,0.0259,-9999,0
61.5,27.5,0,0,0.0262,-9999,0
61.5,28.5,6,0,0.0107,0.345,0
61.5,29.5,10,1,0.0255,0.515,1
61.5,30.5,30,0,0.0301,0.515,0
61.5,31.5,25,1,0.0154,0.464,0
61.5,32.5,7,0,0.0101,0.58,1
61.5,33.5,8,0,0.0184,0.581,0
61.5,34.5,6,0,0.0132,0.63,1
61.5,35.5,0,0,0.023,-9999,0
61.5,36.5,19,0,0.0193,0.525,0
61.5,37.5,6,0,0.0188,0.271,0
61.5,38.5,15,1,0.00998,0.066,0
61.5,39.5,16,1,0.00887,0.263,0
61.5,40.5,6,0,0.0062,0.19,0
61.5,41.5,7,0,0.00544,0.655,1
61.5,42.5,12,0,0.00471,0.403,2
61.5,43.5,12,0,0.0107,0.488,0
61.5,44.5,10,1,0.005,0.396,0
61.5,45.5,11,1,0.0159,0.943,1
61.5,46.5,9,0,0.0433,0.873,2
61.5,47.5,9,0,0.0192,0.322,0
61.5,48.5,9,0,0.0348,0.795,2
61.5,49.5,0,0,0.0317,-9999,0
61.5,50.5,15,0,0.0436,0.607,0
61.5,51.5,8,0,0.0192,0.137,0
61.5,52.5,8,0,0.0215,0.984,2
61.5,53.5,20,1,0.00747,0.166,0
61.5,54.5,6,2,0.0279,0.722,1
61.5,55.5,7,0,0.0758,0.579,1
61.5,56.5,17,1,0.00359,0.0354,0
61.5,57.5,7,0,0.0381,0.418,1
61.5,58.5,0,0,0.0393,-9999,0
61.5,59.5,22,0,0.29,0.762,0
61.5,60.5,39,1,0.0641,0.907,0
61.5,61.5,12,0,0.0315,0.332,1
61.5,62.5,23,2,0.0151,0.687,2
61.5,63.5,28,0,0.0194,0.788,4
61.5,64.5,10,0,0.0188,0.619,3
61.5,65.5,16,2,0.00369,0.4,2
61.5,66.5,40,1,0.00574,0.352,2
61.5,67.5,13,1,0.0394,0.717,4
61.5,68.5,79,0,0.0481,0.335,0
61.5,69.5,92,1,0.0297,0.587,0
61.5,70.5,45,1,0.0244,0.679,3
61.5,71.5,6,0,0.086,0.997,4
61.5,72.5,8,0,0.0511,0.846,4
61.5,73.5,24,0,0.0454,0.781,4
61.5,74.5,74,1,0.0335,0.7,1
61.5,75.5,46,0,0.0363,0.443,2
61.5,76.5,47,1,0.0246,0.566,3
61.5,77.5,30,1,0.036,0.595,3
61.5,78.5,10,0,0.021,0.636,3
61.5,79.5,26,0,0.0284,0.588,3
61.5,80.5,16,0,0.0294,0.54,3
61.5,81.5,12,2,0.0159,0.519,1
61.5,82.5,9,0,0.022,0.827,4
61.5,83.5,14,1,0.0318,0.439,2
61.5,84.5,11,0,0.0228,0.669,1
61.5,85.5,6,1,0.0208,0.502,1
61.5,86.5,12,0,0.0386,0.586,2
61.5,87.5,9,0,0.016,0.538,0
61.5,88.5,7,0,0.0312,0.927,2
61.5,89.5,15,0,0.0022,0.638,0
61.5,90.5,6,0,0.0525,0.516,1
61.5,91.5,11,0,0.000424,0.0475,0
61.5,92.5,0,0,0.0218,-9999,0
61.5,93.5,0,0,0.0232,-9999,0
61.5,94.5,0,0,0.0345,-9999,0
61.5,95.5,7,1,0.0225,0.11,0
61.5,96.5,6,0,0.0419,0.794,4
61.5,97.5,22,0,0.0291,0.367,0
61.5,98.5,11,0,0.0107,0.816,2
61.5,99.5,13,1,0.00767,0.203,0
61.5,100.5,37,1,0.0226,0.377,0
61.5,101.5,35,1,0.031,0.169,0
61.5,102.5,21,1,0.0237,0.0203,0
61.5,103.5,0,0,0.0202,-9999,0
61.5,104.5,11,0,0.0141,0.56,0
61.5,105.5,6,0,0.0172,0.955,0
61.5,106.5,35,1,0.00173,0.242,0
61.5,107.5,13,0,0.033,0.679,0
61.5,108.5,11,0,0.00522,0.526,0
61.5,109.5,18,1,0.00353,0.0906,0
61.5,110.5,0,0,0.0163,-9999,0
61.5,111.5,0,0,0.0103,-9999,0
61.5,112.5,43,0,0.00493,0.287,0
61.5,113.5,19,0,0.00253,0.11,0
61.5,114.5,9,0,0.015,0.406,1
61.5,115.5,0,0,0.0157,-9999,0
61.5,116.5,6,0,0.0186,0.333,1
61.5,117.5,6,0,0.0096,0.837,1
61.5,118.5,13,1,0.0105,0.788,1
61.5,119.5,11,0,0.0146,0.608,2
61.5,120.5,7,0,0.00211,0.359,2
61.5,121.5,12,0,0.00383,0.216,0
61.5,122.5,14,0,0.0181,0.0646,0
61.5,123.5,6,0,0.00376,0.76,0
61.5,124.5,7,0,0.0237,0.7,1
61.5,125.5,35,0,0.00382,0.523,0
61.5,126.5,11,0,0.0147,0.539,1
61.5,127.5,6,1,0.0375,0.957,4
61.5,128.5,30,1,0.0155,0.776,0
61.5,129.5,13,1,0.0109,0.922,2
61.5,130.5,6,0,0.00901,0.884,4
61.5,131.5,14,0,0.0243,0.612,0
61.5,132.5,15,1,0.0304,0.699,3
61.5,133.5,15,0,0.0232,0.458,3
61.5,134.5,6,1,0.0279,0.857,4
61.5,135.5,11,1,0.00666,0.393,2
61.5,136.5,33,1,0.00402,0.152,0
61.5,137.5,21,1,0.0136,0.341,0
61.5,138.5,6,0,0.0316,0.934,1
61.5,139.5,23,0,0.00476,0.107,0
61.5,140.5,28,0,0.0109,0.653,0
61.5,141.5,12,0,0.00867,0.173,0
61.5,142.5,6,1,0.0185,0.749,0
61.5,143.5,34,1,0.00946,0.317,0
61.5,144.5,6,0,0.0327,0.777,1
61.5,145.5,13,0,0.0756,0.921,4
61.5,146.5,16,0,0.0213,0.664,3
61.5,147.5,10,0,0.00769,0.367,3
61.5,148.5,37,2,0.0212,0.511,1
61.5,149.5,13,0,0.0243,0.81,4
61.5,150.5,23,0,0.00856,0.344,1
61.5,151.5,84,0,0.0109,0.581,0
61.5,152.5,34,0,0.0114,0.707,1
61.5,153.5,10,1,0.0136,0.696,3
61.5,154.5,8,1,0.0556,0.755,4
61.5,155.5,17,0,0.0411,0.379,0
61.5,156.5,0,0,0.0217,-9999,0
61.5,157.5,6,0,0.0157,0.492,0
61.5,158.5,0,0,0.0214,-9999,0
61.5,159.5,0,0,0.0231,-9999,0
61.5,160.5,8,0,0.00405,0.212,2
61.5,161.5,8,1,0.0271,0.945,2
61.5,162.5,0,0,0.0213,-9999,0
61.5,163.5,0,0,0.0159,-9999,0
61.5,164.5,59,1,0.011,0.383,0
61.5,165.5,8,0,0.0223,0.337,0
61.5,166.5,9,1,0.0232,0.55,1
61.5,167.5,7,0,0.00833,0.599,1
61.5,168.5,0,0,0.0144,-9999,0
61.5,169.5,0,0,0.0104,-9999,0
61.5,170.5,0,0,0.0124,-9999,0
61.5,171.5,30,1,0.019,0.346,0
61.5,172.5,0,0,0.0118,-9999,0
61.5,173.5,0,0,0.0108,-9999,0
61.5,174.5,0,0,0.0115,-9999,0
61.5,175.5,0,0,0.0115,-9999,0
62.5,-164.5,0,0,0.00906,-9999,0
62.5,-163.5,0,0,0.00928,-9999,0
62.5,-162.5,0,0,0.00928,-9999,0
62.5,-161.5,20,0,0.00364,0.687,0
62.5,-160.5,17,0,0.0244,0.48,0
62.5,-159.5,15,0,0.0056,0.137,0
62.5,-158.5,6,0,0.00202,0.525,1
62.5,-157.5,16,1,0.00995,0.254,0
62.5,-156.5,41,1,0.00556,0.465,0
62.5,-155.5,6,0,0.0206,0.912,4
62.5,-154.5,45,1,0.00931,0.0835,0
62.5,-153.5,13,0,0.000368,0.181,0
62.5,-152.5,0,0,0.0145,-9999,0
62.5,-151.5,0,0,0.0145,-9999,0
62.5,-150.5,0,0,0.014,-9999,0
62.5,-149.5,0,0,0.0116,-9999,0
62.5,-148.5,0,0,0.0132,-9999,0
62.5,-147.5,0,0,0.0127,-9999,0
62.5,-146.5,19,0,0.00428,0.137,0
62.5,-145.5,0,0,0.0151,-9999,0
62.5,-144.5,0,0,0.02,-9999,0
62.5,-143.5,0,0,0.0097,-9999,0
62.5,-142.5,0,0,0.0118,-9999,0
62.5,-141.5,8,0,0.00474,0.603,1
62.5,-140.5,22,0,0.00253,0.205,0
62.5,-139.5,9,0,0.0322,0.65,1
62.5,-138.5,66,0,0.00474,0.0912,0
62.5,-137.5,6,0,0.00374,0.202,1
62.5,-136.5,31,0,0.00125,0.0514,0
62.5,-135.5,7,0,0.0112,0.366,2
62.5,-134.5,6,0,0.00111,0.573,1
62.5,-133.5,6,2,0.00981,0.875,1
62.5,-132.5,6,0,0.0333,0.981,4
62.5,-131.5,7,1,0.0202,0.725,2
62.5,-130.5,47,0,0.00546,0.213,0
62.5,-129.5,0,0,0.0157,-9999,0
62.5,-128.5,0,0,0.0042,-9999,0
62.5,-127.5,0,0,0.0157,-9999,0
62.5,-126.5,0,0,0.00331,-9999,0
62.5,-125.5,0,0,0.00399,-9999,0
62.5,-124.5,8,0,0.000533,0.0412,0
62.5,-123.5,22,0,0.00606,0.15,0
62.5,-122.5,11,1,0.00137,0.103,0
62.5,-121.5,14,2,0.00361,0.307,0
62.5,-120.5,0,0,0.00587,-9999,0
62.5,-119.5,0,0,0.0124,-9999,0
62.5,-118.5,0,0,0.0124,-9999,0
62.5,-117.5,6,0,0.00213,0.7,0
62.5,-116.5,50,1,0.0105,0.5,0
62.5,-115.5,27,0,0.00976,0.169,0
62.5,-114.5,0,0,0.0141,-9999,0
62.5,-113.5,0,0,0.0143,-9999,0
62.5,-112.5,10,0,0.00212,0.361,0
62.5,-111.5,20,0,0.000855,0.2,0
62.5,-110.5,6,1,0.0284,0.705,2
62.5,-109.5,32,0,0.00236,0.0866,0
62.5,-108.5,13,1,0.0179,0.647,1
62.5,-107.5,37,1,0.00123,0.133,0
62.5,-106.5,0,0,0.0148,-9999,0
62.5,-105.5,10,1,0.0857,0.396,0
62.5,-104.5,0,0,0.013,-9999,0
62.5,-103.5,0,0,0.00923,-9999,0
62.5,-102.5,0,0,0.00949,-9999,0
62.5,-101.5,0,0,0.00949,-9999,0
62.5,-100.5,0,0,0.00932,-9999,0
62.5,-99.5,0,0,0.0127,-9999,0
62.5,-98.5,0,0,0.0131,-9999,0
62.5,-97.5,0,0,0.0138,-9999,0
62.5,-96.5,0,0,0.0138,-9999,0
62.5,-95.5,0,0,0.0164,-9999,0
62.5,-94.5,0,0,0.0164,-9999,0
62.5,-93.5,0,0,0.0158,-9999,0
62.5,-92.5,0,0,0.0148,-9999,0
62.5,-91.5,0,0,0.015,-9999,0
62.5,-90.5,0,0,0.0153,-9999,0
62.5,13.5,0,0,0.00878,-9999,0
62.5,14.5,0,0,0.00693,-9999,0
62.5,15.5,14,0,0.00375,0.254,0
62.5,16.5,15,0,0.00428,0.626,0
62.5,17.5,0,0,0.00373,-9999,0
62.5,20.5,0,0,0.00964,-9999,0
62.5,21.5,0,0,0.0164,-9999,0
62.5,22.5,7,0,0.0193,0.631,0
62.5,23.5,0,0,0.0177,-9999,0
62.5,24.5,0,0,0.0259,-9999,0
62.5,25.5,0,0,0.0259,-9999,0
62.5,27.5,0,0,0.0259,-9999,0
62.5,28.5,0,0,0.0262,-9999,0
62.5,29.5,0,0,0.0271,-9999,0
62.5,30.5,0,0,0.0296,-9999,0
62.5,31.5,7,1,0.00981,0.165,1
62.5,32.5,9,1,0.0213,0.659,1
62.5,33.5,0,0,0.02,-9999,0
62.5,34.5,12,0,0.0166,0.387,0
62.5,35.5,0,0,0.0362,-9999,0
62.5,36.5,0,0,0.0232,-9999,0
62.5,37.5,0,0,0.0232,-9999,0
62.5,38.5,0,0,0.0185,-9999,0
62.5,39.5,13,0,0.0117,0.176,0
62.5,40.5,10,0,0.00546,0.686,0
62.5,41.5,0,0,0.0176,-9999,0
62.5,42.5,13,0,0.00774,0.558,0
62.5,43.5,7,1,0.0109,0.99,0
62.5,44.5,10,0,0.00316,0.0304,0
62.5,45.5,6,0,0.00245,0.0812,0
62.5,46.5,11,1,0.013,0.645,0
62.5,47.5,8,1,0.00726,0.56,1
62.5,48.5,8,0,0.146,0.217,0
62.5,49.5,0,0,0.0317,-9999,0
62.5,50.5,11,0,0.01,0.549,0
62.5,51.5,0,0,0.0343,-9999,0
62.5,52.5,7,1,0.0357,0.466,1
62.5,53.5,17,1,0.0855,0.26,0
62.5,54.5,0,0,0.0422,-9999,0
62.5,55.5,0,0,0.0379,-9999,0
62.5,56.5,6,1,0.0106,0.559,1
62.5,57.5,6,0,0.022,0.0903,0
62.5,58.5,6,0,0.0088,0.413,0
62.5,59.5,15,0,0.0474,0.284,0
62.5,60.5,9,0,0.0358,0.925,1
62.5,61.5,17,0,0.0111,0.00977,0
62.5,62.5,6,0,0.00588,0.563,2
62.5,63.5,8,1,0.0121,0.451,1
62.5,64.5,30,1,0.00445,0.487,0
62.5,65.5,11,0,0.0133,0.775,2
62.5,66.5,8,1,0.0581,0.762,2
62.5,67.5,11,0,0.0348,0.696,3
62.5,68.5,6,0,0.00905,0.693,3
62.5,69.5,22,1,0.04,0.802,2
62.5,70.5,16,0,0.0175,0.685,1
62.5,71.5,12,0,0.00958,0.317,1
62.5,72.5,10,0,0.0279,0.754,2
62.5,73.5,69,0,0.0188,0.345,2
62.5,74.5,29,0,0.0119,0.588,2
62.5,75.5,6,0,0.0443,0.572,3
62.5,76.5,14,0,0.0132,0.573,3
62.5,77.5,20,2,0.0452,0.572,3
62.5,78.5,11,1,0.0461,0.586,3
62.5,79.5,17,1,0.0106,0.393,3
62.5,80.5,41,1,0.0187,0.651,3
62.5,81.5,21,0,0.0146,0.427,1
62.5,82.5,39,1,0.00889,0.466,2
62.5,83.5,19,0,0.0206,0.77,4
62.5,84.5,14,0,0.0109,0.602,2
62.5,85.5,43,0,0.00924,0.229,0
62.5,86.5,6,0,0.00277,0.494,3
62.5,87.5,7,0,0.0207,0.709,0
62.5,88.5,0,0,0.0209,-9999,0
62.5,89.5,0,0,0.0192,-9999,0
62.5,90.5,0,0,0.0196,-9999,0
62.5,91.5,0,0,0.0207,-9999,0
62.5,92.5,0,0,0.023,-9999,0
62.5,94.5,6,0,0.0107,0.596,0
62.5,95.5,0,0,0.0161,-9999,0
62.5,96.5,8,1,0.0144,0.0205,0
62.5,97.5,8,0,0.00633,0.57,3
62.5,98.5,14,0,0.00391,0.102,0
62.5,99.5,30,0,0.00313,0.0558,0
62.5,100.5,21,0,0.00631,0.0782,0
62.5,101.5,0,0,0.0211,-9999,0
62.5,102.5,0,0,0.0225,-9999,0
62.5,103.5,0,0,0.0202,-9999,0
62.5,104.5,14,1,0.0353,0.529,0
62.5,105.5,23,0,0.0183,0.525,0
62.5,106.5,6,1,0.00536,0.547,1
62.5,107.5,7,0,0.0121,0.0986,0
62.5,108.5,0,0,0.0128,-9999,0
62.5,109.5,0,0,0.0122,-9999,0
62.5,110.5,0,0,0.0163,-9999,0
62.5,111.5,23,0,0.00625,0.12,0
62.5,112.5,9,0,0.0292,0.607,1
62.5,113.5,7,0,0.0214,0.605,2
62.5,114.5,6,0,0.0112,0.746,0
62.5,115.5,7,0,0.0552,0.532,0
62.5,116.5,16,2,0.00664,0.317,0
62.5,117.5,14,1,0.00374,0.725,0
62.5,118.5,7,0,0.00314,0.302,0
62.5,119.5,0,0,0.0147,-9999,0
62.5,120.5,6,1,0.0181,0.884,1
62.5,121.5,14,0,0.0289,0.648,1
62.5,122.5,12,0,0.00429,0.0246,0
62.5,123.5,11,0,0.0143,0.111,0
62.5,124.5,12,1,0.00401,0.722,1
62.5,125.5,14,1,0.0174,0.513,0
62.5,126.5,7,1,0.00547,0.916,2
62.5,127.5,8,0,0.0046,0.479,2
62.5,128.5,10,0,0.0137,0.783,0
62.5,129.5,8,0,0.0197,0.714,1
62.5,130.5,35,0,0.00996,0.502,0
62.5,131.5,11,0,0.0324,0.782,1
62.5,132.5,6,0,0.0463,0.806,4
62.5,133.5,9,0,0.038,0.217,2
62.5,134.5,10,1,0.0109,0.624,2
62.5,135.5,13,1,0.0168,0.71,4
62.5,136.5,43,1,0.00543,0.394,0
62.5,137.5,7,0,0.0101,0.755,1
62.5,138.5,8,0,0.0147,0.612,1
62.5,141.5,26,1,0.00324,0.241,0
62.5,142.5,9,0,0.00304,0.738,1
62.5,143.5,36,0,0.0116,0.504,0
62.5,144.5,9,0,0.00331,0.73,1
62.5,145.5,65,0,0.00851,0.518,0
62.5,146.5,7,1,0.0109,0.759,2
62.5,147.5,6,1,0.0101,0.615,2
62.5,148.5,10,1,0.0258,0.943,2
62.5,149.5,12,0,0.0107,0.56,3
62.5,150.5,140,1,0.0181,0.691,0
62.5,151.5,14,0,0.00385,0.336,3
62.5,152.5,16,1,0.00854,0.511,3
62.5,153.5,9,0,0.00992,0.96,4
62.5,154.5,13,1,0.00932,0.62,3
62.5,155.5,6,1,0.0534,0.793,2
62.5,156.5,14,1,0.0285,0.975,1
62.5,157.5,6,0,0.0255,0.435,1
62.5,158.5,9,1,0.0239,0.303,0
62.5,159.5,6,0,0.00802,0.561,0
62.5,160.5,8,0,0.00728,0.903,1
62.5,161.5,9,0,0.013,0.818,4
62.5,162.5,0,0,0.0204,-9999,0
62.5,163.5,0,0,0.0156,-9999,0
62.5,164.5,0,0,0.0158,-9999,0
62.5,165.5,13,0,0.00106,0.21,0
62.5,166.5,6,0,0.00988,0.658,3
62.5,167.5,75,0,0.00824,0.218,0
62.5,168.5,10,0,0.0145,0.43,3
62.5,169.5,18,0,0.0045,0.507,0
62.5,170.5,8,0,0.111,0.951,0
62.5,171.5,8,0,0.00907,0.485,1
62.5,172.5,7,0,0.000517,0.0226,0
62.5,173.5,0,0,0.0115,-9999,0
62.5,174.5,0,0,0.0115,-9999,0
62.5,175.5,0,0,0.0115,-9999,0
62.5,176.5,0,0,0.0115,-9999,0
62.5,177.5,0,0,0.0111,-9999,0
62.5,178.5,0,0,0.0174,-9999,0
62.5,179.5,0,0,0.0174,-9999,0
63.5,-164.5,0,0,0.0101,-9999,0
63.5,-163.5,0,0,0.00906,-9999,0
63.5,-162.5,0,0,0.00928,-9999,0
63.5,-161.5,0,0,0.00928,-9999,0
63.5,-160.5,0,0,0.00509,-9999,0
63.5,-159.5,31,0,0.00532,0.0838,0
63.5,-158.5,38,1,0.00302,0.0611,0
63.5,-157.5,50,1,0.0132,0.194,0
63.5,-156.5,6,0,0.00708,0.451,1
63.5,-155.5,36,0,0.0052,0.0869,0
63.5,-154.5,18,0,0.00169,0.0667,0
63.5,-153.5,13,0,0.00988,0.344,2
63.5,-152.5,11,1,0.0492,0.745,4
63.5,-151.5,26,0,0.000916,0.161,0
63.5,-150.5,19,0,0.009,0.13,0
63.5,-149.5,0,0,0.0148,-9999,0
63.5,-148.5,0,0,0.016,-9999,0
63.5,-147.5,0,0,0.0117,-9999,0
63.5,-146.5,7,0,0.0207,0.894,4
63.5,-145.5,13,0,0.00445,0.00409,0
63.5,-144.5,22,0,0.0105,0.0727,0
63.5,-143.5,99,0,0.000834,0.0899,0
63.5,-142.5,92,0,0.000611,0.0573,0
63.5,-141.5,84,1,0.00282,0.0609,0
63.5,-140.5,11,0,0.0389,0.717,2
63.5,-139.5,11,0,0.0121,0.685,1
63.5,-138.5,16,0,0.00954,0.629,1
63.5,-137.5,85,0,0.00387,0.129,0
63.5,-136.5,51,1,0.00145,0.198,0
63.5,-135.5,28,0,0.0146,0.361,0
63.5,-134.5,9,0,0.00156,0.326,1
63.5,-133.5,45,0,0.011,0.0988,0
63.5,-132.5,10,0,0.0143,0.399,1
63.5,-131.5,6,0,0.0149,0.29,1
63.5,-130.5,19,0,0.00334,0.181,0
63.5,-129.5,0,0,0.00556,-9999,0
63.5,-127.5,0,0,0.00314,-9999,0
